ruc,empresa,establecimiento,giro,resolucion,codigo_sala,vigencia,maq,memoria,mesas,direccion,distrito,provincia,departamento,direccion_original,direccion_normalizada,direccion_variantes
20545188202,ABSOLUTE GAMES S.A.C.,LUCKIA,REST. 5TT,819 - 2024,211544051,2028-02-20,,,12.0,Av. LA MARINA No. 662 y Calle SANTA CECILIA No. 107 - 119,PUEBLO LIBRE,LIMA,LIMA,Av. LA MARINA No. 662 y Calle SANTA CECILIA No. 107 - 119,"AVENIDA. LA MARINA NO. 662 Y CALLE SANTA CECILIA NO. 107, 119","[""AVENIDA. LA MARINA NO. 662 Y CALLE SANTA CECILIA NO. 107, 119"", ""AVENIDA. LA MARINA NO. 662 Y CALLE SANTA CECILIA NO. 107, 119, PUEBLO LIBRE""]"
20503108683,ALAMEDA GAMING S.A.C.,EL FARAON II,,002879,120305004,2027-04-16,37.0,63.0,,Av. BENJAMIN FRANKLIN 630 MZ. A2 5 y Av. BENJAMIN FRANKLIN 632 MZ. A2 6,ATE,LIMA,LIMA,Av. BENJAMIN FRANKLIN 630 MZ. A2 5 y Av. BENJAMIN FRANKLIN 632 MZ. A2 6,AVENIDA. BENJAMIN FRANKLIN 630 MZ. A2 5 Y AVENIDA. BENJAMIN FRANKLIN 632 MZ. A2 6,"[""AVENIDA. BENJAMIN FRANKLIN 630 MZ. A2 5 Y AVENIDA. BENJAMIN FRANKLIN 632 MZ. A2 6"", ""AVENIDA. BENJAMIN FRANKLIN 630 MZ. A2 5 Y AVENIDA. BENJAMIN FRANKLIN 632 MZ. A2 6, ATE""]"
20498152636,ALFIL DE ORO S.A.C.,ALFIL DE ORO,HOTEL ***,7925 - 2024,110171005,2028-12-20,42.0,106.0,,Av. LIMA No. 138,CAMANÁ,CAMANÁ,AREQUIPA,Av. LIMA No. 138,AVENIDA. LIMA NO. 138,"[""AVENIDA. LIMA NO. 138"", ""AVENIDA. LIMA NO. 138, CAMANÁ""]"
20498152636,ALFIL DE ORO S.A.C.,SALON DE JUEGOS QUEEN,,7777 - 2025,120171003,2029-10-17,58.0,143.0,,Otro BOULEVARD 28 DE JULIO No. 180 - 180,CAMANÁ,CAMANÁ,AREQUIPA,Otro BOULEVARD 28 DE JULIO No. 180 - 180,"BOULEVARD 28 DE JULIO NO. 180, 180","[""BOULEVARD 28 DE JULIO NO. 180, 180"", ""BOULEVARD 28 DE JULIO NO. 180, 180, CAMANÁ""]"
20530811183,ALPAMAYO INVERSIONES S.A.C.,BARRANCA 1,,1972,120695012,2026-07-13,169.0,295.0,,Jr. JOSE GALVEZ No. 245 - 245 - 247 - 247,BARRANCA,BARRANCA,LIMA,Jr. JOSE GALVEZ No. 245 - 245 - 247 - 247,"JIRON. JOSE GALVEZ NO. 245, 245, 247, 247","[""JIRON. JOSE GALVEZ NO. 245, 245, 247, 247"", ""JIRON. JOSE GALVEZ NO. 245, 245, 247, 247, BARRANCA""]"
20530811183,ALPAMAYO INVERSIONES S.A.C.,BARRANCA 3,,882,120695014,2027-03-10,120.0,214.0,,Jr. JOSE GALVEZ No. 201 - 209 - 217,BARRANCA,BARRANCA,LIMA,Jr. JOSE GALVEZ No. 201 - 209 - 217,"JIRON. JOSE GALVEZ NO. 201, 209, 217","[""JIRON. JOSE GALVEZ NO. 201, 209, 217"", ""JIRON. JOSE GALVEZ NO. 201, 209, 217, BARRANCA""]"
20530811183,ALPAMAYO INVERSIONES S.A.C.,BOLIVAR,,7650 - 2025,120695010,2029-10-14,44.0,73.0,,Av. BOLIVAR No. 1833,PUEBLO LIBRE,LIMA,LIMA,Av. BOLIVAR No. 1833,AVENIDA. BOLIVAR NO. 1833,"[""AVENIDA. BOLIVAR NO. 1833"", ""AVENIDA. BOLIVAR NO. 1833, PUEBLO LIBRE""]"
20530811183,ALPAMAYO INVERSIONES S.A.C.,CHOSICA 1,,1979,120695009,2026-07-18,51.0,163.0,,Av. 28 DE JULIO No. 289 y Jr. CALLAO No. 178,LURIGANCHO,LIMA,LIMA,Av. 28 DE JULIO No. 289 y Jr. CALLAO No. 178,AVENIDA. 28 DE JULIO NO. 289 Y JIRON. CALLAO NO. 178,"[""AVENIDA. 28 DE JULIO NO. 289 Y JIRON. CALLAO NO. 178"", ""AVENIDA. 28 DE JULIO NO. 289 Y JIRON. CALLAO NO. 178, LURIGANCHO""]"
20530811183,ALPAMAYO INVERSIONES S.A.C.,COMAS 4,,7649 - 2025,120695002,2029-10-14,59.0,142.0,,Av. TUPAC AMARU No. 6021 - 6027,COMAS,LIMA,LIMA,Av. TUPAC AMARU No. 6021 - 6027,"AVENIDA. TUPAC AMARU NO. 6021, 6027","[""AVENIDA. TUPAC AMARU NO. 6021, 6027"", ""AVENIDA. TUPAC AMARU NO. 6021, 6027, COMAS""]"
20530811183,ALPAMAYO INVERSIONES S.A.C.,HUACHO 3,,1143,120695021,,69.0,166.0,,ECHENIQUE No. S/N y GRAU No. 596,HUACHO,HUAURA,LIMA,ECHENIQUE No. S/N y GRAU No. 596,ECHENIQUE NO. S/N Y GRAU NO. 596,"[""ECHENIQUE NO. S/N Y GRAU NO. 596"", ""ECHENIQUE NO. S/N Y GRAU NO. 596, HUACHO""]"
20530811183,ALPAMAYO INVERSIONES S.A.C.,HUANCAYO,,1383,120695026,2026-07-22,376.0,707.0,,Av. GIRALDEZ No. 221 - 221,HUANCAYO,HUANCAYO,JUNÍN,Av. GIRALDEZ No. 221 - 221,"AVENIDA. GIRALDEZ NO. 221, 221","[""AVENIDA. GIRALDEZ NO. 221, 221"", ""AVENIDA. GIRALDEZ NO. 221, 221, HUANCAYO""]"
20530811183,ALPAMAYO INVERSIONES S.A.C.,HUARAZ 1,,1766,120695020,2026-07-07,82.0,114.0,,Av. LUZURIAGA No. 570,HUARAZ,HUARAZ,ÁNCASH,Av. LUZURIAGA No. 570,AVENIDA. LUZURIAGA NO. 570,"[""AVENIDA. LUZURIAGA NO. 570"", ""AVENIDA. LUZURIAGA NO. 570, HUARAZ""]"
20530811183,ALPAMAYO INVERSIONES S.A.C.,IQUITOS 1,,1815,120695013,2027-05-09,117.0,237.0,,Jr. PROSPERO No. 248 - 250,IQUITOS,MAYNAS,LORETO,Jr. PROSPERO No. 248 - 250,"JIRON. PROSPERO NO. 248, 250","[""JIRON. PROSPERO NO. 248, 250"", ""JIRON. PROSPERO NO. 248, 250, IQUITOS""]"
20530811183,ALPAMAYO INVERSIONES S.A.C.,JULIACA 1,,189,120695011,,133.0,238.0,,Jr. SAN ROMAN No. 216,JULIACA,SAN ROMÁN,PUNO,Jr. SAN ROMAN No. 216,JIRON. SAN ROMAN NO. 216,"[""JIRON. SAN ROMAN NO. 216"", ""JIRON. SAN ROMAN NO. 216, JULIACA""]"
20530811183,ALPAMAYO INVERSIONES S.A.C.,PUCALLPA 1,,2492,120695022,2027-06-14,109.0,148.0,,UCAYALI No. 315 - 329,CALLERIA,CORONEL PORTILLO,UCAYALI,UCAYALI No. 315 - 329,"UCAYALI NO. 315, 329","[""UCAYALI NO. 315, 329"", ""UCAYALI NO. 315, 329, CALLERIA""]"
20530811183,ALPAMAYO INVERSIONES S.A.C.,PUCALLPA 2,,3815,120695025,2027-09-01,208.0,493.0,,Jr. UCAYALI No. 744,CALLERIA,CORONEL PORTILLO,UCAYALI,Jr. UCAYALI No. 744,JIRON. UCAYALI NO. 744,"[""JIRON. UCAYALI NO. 744"", ""JIRON. UCAYALI NO. 744, CALLERIA""]"
20530811183,ALPAMAYO INVERSIONES S.A.C.,SALA BARRANCA 2,,002402 - 2017,120695017,2026-08-11,117.0,203.0,,Jr. JOSE GALVEZ No. 511 - 511,BARRANCA,BARRANCA,LIMA,Jr. JOSE GALVEZ No. 511 - 511,"JIRON. JOSE GALVEZ NO. 511, 511","[""JIRON. JOSE GALVEZ NO. 511, 511"", ""JIRON. JOSE GALVEZ NO. 511, 511, BARRANCA""]"
20530811183,ALPAMAYO INVERSIONES S.A.C.,SALA COMAS 1,,2840,120695001,2027-07-07,220.0,424.0,,Av. TUPAC AMARU No. 4809 - 4815 - 4819 - 4821,COMAS,LIMA,LIMA,Av. TUPAC AMARU No. 4809 - 4815 - 4819 - 4821,"AVENIDA. TUPAC AMARU NO. 4809, 4815, 4819, 4821","[""AVENIDA. TUPAC AMARU NO. 4809, 4815, 4819, 4821"", ""AVENIDA. TUPAC AMARU NO. 4809, 4815, 4819, 4821, COMAS""]"
20530811183,ALPAMAYO INVERSIONES S.A.C.,SALA GAMARRA 1,,997,120695006,,75.0,165.0,,Jr. HIPOLITO UNANUE No. 1675 - 1681,LA VICTORIA,LIMA,LIMA,Jr. HIPOLITO UNANUE No. 1675 - 1681,"JIRON. HIPOLITO UNANUE NO. 1675, 1681","[""JIRON. HIPOLITO UNANUE NO. 1675, 1681"", ""JIRON. HIPOLITO UNANUE NO. 1675, 1681, LA VICTORIA""]"
20530811183,ALPAMAYO INVERSIONES S.A.C.,SALA HUACHO 2,,2870 - 2026,120695018,2030-04-24,32.0,43.0,,Calle COLON No. 102,HUACHO,HUAURA,LIMA,Calle COLON No. 102,CALLE COLON NO. 102,"[""CALLE COLON NO. 102"", ""CALLE COLON NO. 102, HUACHO""]"
20530811183,ALPAMAYO INVERSIONES S.A.C.,SALA JULIACA 2,,2793 - 2026,120695016,2030-04-23,116.0,163.0,,Av. MARIANO NUÑEZ No. 574,JULIACA,SAN ROMÁN,PUNO,Av. MARIANO NUÑEZ No. 574,AVENIDA. MARIANO NUÑEZ NO. 574,"[""AVENIDA. MARIANO NUÑEZ NO. 574"", ""AVENIDA. MARIANO NUÑEZ NO. 574, JULIACA""]"
20530811183,ALPAMAYO INVERSIONES S.A.C.,SALA SAN JUAN 1,,7893 - 2025,120695015,2029-10-21,99.0,207.0,,Av. LOS HEROES 482-484 No. 484 y Av. LOS HEROES No. 482,SAN JUAN DE MIRAFLORES,LIMA,LIMA,Av. LOS HEROES 482-484 No. 484 y Av. LOS HEROES No. 482,"AVENIDA. LOS HEROES 482, 484 NO. 484 Y AVENIDA. LOS HEROES NO. 482","[""AVENIDA. LOS HEROES 482, 484 NO. 484 Y AVENIDA. LOS HEROES NO. 482"", ""AVENIDA. LOS HEROES 482, 484 NO. 484 Y AVENIDA. LOS HEROES NO. 482, SAN JUAN DE MIRAFLORES""]"
20530811183,ALPAMAYO INVERSIONES S.A.C.,SALA TACNA,,624 - 2026,120695008,2030-02-05,410.0,839.0,,Calle SAN MARTIN CON CALLE BOLIVAR 518 (ANTES 524) Y 530 No. 549 - 557,TACNA,TACNA,TACNA,Calle SAN MARTIN CON CALLE BOLIVAR 518 (ANTES 524) Y 530 No. 549 - 557,"CALLE SAN MARTIN CON CALLE BOLIVAR 518 (ANTES 524) Y 530 NO. 549, 557","[""CALLE SAN MARTIN CON CALLE BOLIVAR 518 (ANTES 524) Y 530 NO. 549, 557"", ""CALLE SAN MARTIN CON CALLE BOLIVAR 518 (ANTES 524) Y 530 NO. 549, 557, TACNA""]"
20530811183,ALPAMAYO INVERSIONES S.A.C.,SALA VILLA 2,,2822,120695007,2027-07-06,253.0,479.0,,Av. JUAN VELASCO ALVARADO 2DO.SECTOR MZ. N Lt. 13,VILLA EL SALVADOR,LIMA,LIMA,Av. JUAN VELASCO ALVARADO 2DO.SECTOR MZ. N Lt. 13,AVENIDA. JUAN VELASCO ALVARADO 2DO.SECTOR MZ. N LT. 13,"[""AVENIDA. JUAN VELASCO ALVARADO 2DO.SECTOR MZ. N LT. 13"", ""AVENIDA. JUAN VELASCO ALVARADO 2DO.SECTOR MZ. N LT. 13, VILLA EL SALVADOR""]"
20530811183,ALPAMAYO INVERSIONES S.A.C.,SALA ZARATE 1,,3406 - 2026,120695005,2030-05-14,92.0,160.0,,Av. GRAN CHIMU No. 868-A,SAN JUAN DE LURIGANCHO,LIMA,LIMA,Av. GRAN CHIMU No. 868-A,"AVENIDA. GRAN CHIMU NO. 868, A","[""AVENIDA. GRAN CHIMU NO. 868, A"", ""AVENIDA. GRAN CHIMU NO. 868, A, SAN JUAN DE LURIGANCHO""]"
20530811183,ALPAMAYO INVERSIONES S.A.C.,SAN JUAN 3,,1163,120695024,,54.0,64.0,,LOS HEROES No. 564,SAN JUAN DE MIRAFLORES,LIMA,LIMA,LOS HEROES No. 564,LOS HEROES NO. 564,"[""LOS HEROES NO. 564"", ""LOS HEROES NO. 564, SAN JUAN DE MIRAFLORES""]"
20530811183,ALPAMAYO INVERSIONES S.A.C.,SAN MARTIN 2,,705,120695019,2027-02-27,39.0,50.0,,PERU No. 1800 - 1804,SAN MARTÍN DE PORRES,LIMA,LIMA,PERU No. 1800 - 1804,"PERU NO. 1800, 1804","[""PERU NO. 1800, 1804"", ""PERU NO. 1800, 1804, SAN MARTÍN DE PORRES""]"
20548462828,ALSHIR GAMING S.A.C.,AMAZONAS,,8491 - 2025,141655005,2029-11-13,65.0,217.0,,Jr. AMAZONAS No. 560,CAJAMARCA,CAJAMARCA,CAJAMARCA,Jr. AMAZONAS No. 560,JIRON. AMAZONAS NO. 560,"[""JIRON. AMAZONAS NO. 560"", ""JIRON. AMAZONAS NO. 560, CAJAMARCA""]"
20548462828,ALSHIR GAMING S.A.C.,EL ENCANTO,REST. 5TT,6459 - 2025,111655006,2029-09-15,70.0,226.0,,Jr. ALFONSO UGARTE No. 572 - 598 y Jr. MARISCAL CASTILLA No. 373 - 399,JUANJUÍ,MARISCAL CÁCERES,SAN MARTÍN,Jr. ALFONSO UGARTE No. 572 - 598 y Jr. MARISCAL CASTILLA No. 373 - 399,"JIRON. ALFONSO UGARTE NO. 572, 598 Y JIRON. MARISCAL CASTILLA NO. 373, 399","[""JIRON. ALFONSO UGARTE NO. 572, 598 Y JIRON. MARISCAL CASTILLA NO. 373, 399"", ""JIRON. ALFONSO UGARTE NO. 572, 598 Y JIRON. MARISCAL CASTILLA NO. 373, 399, JUANJUÍ""]"
20548462828,ALSHIR GAMING S.A.C.,GOLDEN CITY,HOTEL ***,3193,131655001,2027-07-25,105.0,293.0,,HUANUCO No. 542,HUANUCO,HUÁNUCO,HUÁNUCO,HUANUCO No. 542,HUANUCO NO. 542,"[""HUANUCO NO. 542""]"
20548462828,ALSHIR GAMING S.A.C.,LAS VEGAS,,502 - 2026,141655002,2030-02-02,105.0,351.0,,Jr. CALLAO No. 984 - 990,MOYOBAMBA,MOYOBAMBA,SAN MARTÍN,Jr. CALLAO No. 984 - 990,"JIRON. CALLAO NO. 984, 990","[""JIRON. CALLAO NO. 984, 990"", ""JIRON. CALLAO NO. 984, 990, MOYOBAMBA""]"
20548462828,ALSHIR GAMING S.A.C.,MARC ANTHONY,,3437 - 2025,141655003,2029-06-06,95.0,258.0,,Jr. PEDRO DE CANGA No. 440,MOYOBAMBA,MOYOBAMBA,SAN MARTÍN,Jr. PEDRO DE CANGA No. 440,JIRON. PEDRO DE CANGA NO. 440,"[""JIRON. PEDRO DE CANGA NO. 440"", ""JIRON. PEDRO DE CANGA NO. 440, MOYOBAMBA""]"
20548462828,ALSHIR GAMING S.A.C.,PARAHONS,,6480 - 2025,141655004,2029-09-15,42.0,113.0,,Jr. MOQUEGUA No. 460,TARMA,TARMA,JUNÍN,Jr. MOQUEGUA No. 460,JIRON. MOQUEGUA NO. 460,"[""JIRON. MOQUEGUA NO. 460"", ""JIRON. MOQUEGUA NO. 460, TARMA""]"
20611857803,AMARONE S.A.C.,EL GENIO AZUL,REST. 5TT,3300 - 2025,132632004,2030-05-13,105.0,286.0,,Av. LIMA SUR No. 225-A,LURIGANCHO,LIMA,LIMA,Av. LIMA SUR No. 225-A,"AVENIDA. LIMA SUR NO. 225, A","[""AVENIDA. LIMA SUR NO. 225, A"", ""AVENIDA. LIMA SUR NO. 225, A, LURIGANCHO""]"
20611857803,AMARONE S.A.C.,METROPOLIS,,6893 - 2024,122632001,2029-11-08,78.0,212.0,,Av. LOS HEROES No. 550,SAN JUAN DE MIRAFLORES,LIMA,LIMA,Av. LOS HEROES No. 550,AVENIDA. LOS HEROES NO. 550,"[""AVENIDA. LOS HEROES NO. 550"", ""AVENIDA. LOS HEROES NO. 550, SAN JUAN DE MIRAFLORES""]"
20611857803,AMARONE S.A.C.,PALACIO DE ORO,REST. 5TT,2842 - 2026,132632005,2031-04-24,68.0,170.0,,Av. SANTA ROSA MANZANA J Lt. 7,SAN MARTÍN DE PORRES,LIMA,LIMA,Av. SANTA ROSA MANZANA J Lt. 7,AVENIDA. SANTA ROSA MANZANA J LT. 7,"[""AVENIDA. SANTA ROSA MANZANA J LT. 7"", ""AVENIDA. SANTA ROSA MANZANA J LT. 7, SAN MARTÍN DE PORRES""]"
20611857803,AMARONE S.A.C.,RICH GAME,REST. 5TT,2602 - 2025,132632002,2030-04-15,121.0,291.0,,Av. TOMAS VALLE No. 3435,CALLAO,PROV. CONST. DEL CALLAO,CALLAO,Av. TOMAS VALLE No. 3435,AVENIDA. TOMAS VALLE NO. 3435,"[""AVENIDA. TOMAS VALLE NO. 3435"", ""AVENIDA. TOMAS VALLE NO. 3435, CALLAO""]"
20611857803,AMARONE S.A.C.,TRAGAMONEDAS DUEÑAS,,2623 - 2025,142632003,2030-04-15,128.0,334.0,,Av. PERU No. 1809 - 1817,SAN MARTÍN DE PORRES,LIMA,LIMA,Av. PERU No. 1809 - 1817,"AVENIDA. PERU NO. 1809, 1817","[""AVENIDA. PERU NO. 1809, 1817"", ""AVENIDA. PERU NO. 1809, 1817, SAN MARTÍN DE PORRES""]"
20611857803,AMARONE S.A.C.,TREBOL SLOT,,4522 - 2026,142632006,2031-06-24,89.0,254.0,,Jr. HUMBOLT No. 1572,LA VICTORIA,LIMA,LIMA,Jr. HUMBOLT No. 1572,JIRON. HUMBOLT NO. 1572,"[""JIRON. HUMBOLT NO. 1572"", ""JIRON. HUMBOLT NO. 1572, LA VICTORIA""]"
20528134093,AMAZON APART HOTEL S.A.C.,AMAZON CLUB,HOTEL ***,9617 - 2025,111348001,2029-12-19,18.0,78.0,,Jr. ELIAS AGUIRRE No. 1145 - 1151,BELÉN,MAYNAS,LORETO,Jr. ELIAS AGUIRRE No. 1145 - 1151,"JIRON. ELIAS AGUIRRE NO. 1145, 1151","[""JIRON. ELIAS AGUIRRE NO. 1145, 1151"", ""JIRON. ELIAS AGUIRRE NO. 1145, 1151, BELÉN""]"
20603709951,AMC GAMING S.A.C.,SALON DE JUEGOS EBONY,,2094 - 2024,142289001,2028-04-29,101.0,435.0,,Calle JOSE OLAYA No. 201,ATE,LIMA,LIMA,Calle JOSE OLAYA No. 201,CALLE JOSE OLAYA NO. 201,"[""CALLE JOSE OLAYA NO. 201"", ""CALLE JOSE OLAYA NO. 201, ATE""]"
20600353943,AMELIC INVERSIONES S.A.C.,CASMA SLOT,REST. 5TT,001738,111908002,,33.0,96.0,,Av. LUIS ORMEÑO MZ. J LT. 6 - CASCO URBANO Lt. 6,CASMA,CASMA,ÁNCASH,Av. LUIS ORMEÑO MZ. J LT. 6 - CASCO URBANO Lt. 6,"AVENIDA. LUIS ORMEÑO MZ. J LT. 6, CASCO URBANO LT. 6","[""AVENIDA. LUIS ORMEÑO MZ. J LT. 6, CASCO URBANO LT. 6"", ""AVENIDA. LUIS ORMEÑO MZ. J LT. 6, CASCO URBANO LT. 6, CASMA""]"
20557198459,ARISTRONIC SLOT S.A.C.,SUPER HALL,REST. 5TT,7292 - 2025,131273004,2029-10-09,86.0,171.0,,Jr. TARAPACA No. 250 - 256 - 258,CALLERIA,CORONEL PORTILLO,UCAYALI,Jr. TARAPACA No. 250 - 256 - 258,"JIRON. TARAPACA NO. 250, 256, 258","[""JIRON. TARAPACA NO. 250, 256, 258"", ""JIRON. TARAPACA NO. 250, 256, 258, CALLERIA""]"
20557198459,ARISTRONIC SLOT S.A.C.,VEGAS SLOTS,REST. 5TT,005708 - 2024,111273001,2028-09-26,84.0,172.0,,Av. CENTENARIO No. 271 - 273,CALLERIA,CORONEL PORTILLO,UCAYALI,Av. CENTENARIO No. 271 - 273,"AVENIDA. CENTENARIO NO. 271, 273","[""AVENIDA. CENTENARIO NO. 271, 273"", ""AVENIDA. CENTENARIO NO. 271, 273, CALLERIA""]"
20557198459,ARISTRONIC SLOT S.A.C.,YARINA PLAZA,HOTEL ***,001093-2025,111273005,2029-03-07,61.0,159.0,,"Jr. 7 DE JUNIO N°270, MZ. 7 Lt. 4",YARINACOCHA,CORONEL PORTILLO,UCAYALI,"Jr. 7 DE JUNIO N°270, MZ. 7 Lt. 4","JIRON. 7 DE JUNIO N 270, MZ. 7 LT. 4","[""JIRON. 7 DE JUNIO N 270, MZ. 7 LT. 4"", ""JIRON. 7 DE JUNIO N 270, MZ. 7 LT. 4, YARINACOCHA""]"
20473452198,ASPEN INTERNATIONAL S.A.C.,CHORRILLOS,,1978,120383003,2027-10-19,52.0,93.0,,Av. DEFENSORES DEL MORRO No. 976,CHORRILLOS,LIMA,LIMA,Av. DEFENSORES DEL MORRO No. 976,AVENIDA. DEFENSORES DEL MORRO NO. 976,"[""AVENIDA. DEFENSORES DEL MORRO NO. 976"", ""AVENIDA. DEFENSORES DEL MORRO NO. 976, CHORRILLOS""]"
20473452198,ASPEN INTERNATIONAL S.A.C.,EL VALLE DE LA FORTUNA,,004110-2023,120383002,2027-09-20,68.0,139.0,,Av. GIRALDEZ No. 320,HUANCAYO,HUANCAYO,JUNÍN,Av. GIRALDEZ No. 320,AVENIDA. GIRALDEZ NO. 320,"[""AVENIDA. GIRALDEZ NO. 320"", ""AVENIDA. GIRALDEZ NO. 320, HUANCAYO""]"
20473452198,ASPEN INTERNATIONAL S.A.C.,HARUMI VI,,1628,140383006,,42.0,70.0,,Av. GERARDO UNGER No. 1685-A,SAN MARTÍN DE PORRES,LIMA,LIMA,Av. GERARDO UNGER No. 1685-A,"AVENIDA. GERARDO UNGER NO. 1685, A","[""AVENIDA. GERARDO UNGER NO. 1685, A"", ""AVENIDA. GERARDO UNGER NO. 1685, A, SAN MARTÍN DE PORRES""]"
20513478896,AUROM S.A.C.,EL GANADOR 2,,000351,120614001,2027-09-21,96.0,225.0,,Av. GUILLERMO DE LA FUENTE No. 360 - 362,COMAS,LIMA,LIMA,Av. GUILLERMO DE LA FUENTE No. 360 - 362,"AVENIDA. GUILLERMO DE LA FUENTE NO. 360, 362","[""AVENIDA. GUILLERMO DE LA FUENTE NO. 360, 362"", ""AVENIDA. GUILLERMO DE LA FUENTE NO. 360, 362, COMAS""]"
20284645414,B Y R S.R.L.,TRAGAMONEDAS CHANCAY,,002620-2023,120856001,2027-06-22,27.0,163.0,,Calle LOPEZ DE ZUÑIGA No. 298,CHANCAY,HUARAL,LIMA,Calle LOPEZ DE ZUÑIGA No. 298,CALLE LOPEZ DE ZUÑIGA NO. 298,"[""CALLE LOPEZ DE ZUÑIGA NO. 298"", ""CALLE LOPEZ DE ZUÑIGA NO. 298, CHANCAY""]"
20606278226,BABILONIA ENTERTAINMENT SAC,TRAGAMONEDAS BABILONIA,REST. 5TT,000360,132408001,,54.0,143.0,,"Av. LAS PALMERAS N° 4941 MZ. A-1, LOTE 8, URB. EL PARQUE DEL NARANJAL II ETAPA No. 4941",LOS OLIVOS,LIMA,LIMA,"Av. LAS PALMERAS N° 4941 MZ. A-1, LOTE 8, URB. EL PARQUE DEL NARANJAL II ETAPA No. 4941","AVENIDA. LAS PALMERAS N 4941 MZ. A, 1, LOTE 8, URB. EL PARQUE DEL NARANJAL II ETAPA NO. 4941","[""AVENIDA. LAS PALMERAS N 4941 MZ. A, 1, LOTE 8, URB. EL PARQUE DEL NARANJAL II ETAPA NO. 4941"", ""AVENIDA. LAS PALMERAS N 4941 MZ. A, 1, LOTE 8, URB. EL PARQUE DEL NARANJAL II ETAPA NO. 4941, LOS OLIVOS""]"
20521427257,BANIC SLOTS S.A.C.,CARNAVAL,HOTEL ***,6697 - 2024,111250002,2028-11-05,55.0,177.0,,Jr. GRAU No. 351,NASCA,NAZCA,ICA,Jr. GRAU No. 351,JIRON. GRAU NO. 351,"[""JIRON. GRAU NO. 351"", ""JIRON. GRAU NO. 351, NASCA""]"
20515394789,BELL SLOTS S.A.C.,IMPERIAL,HOTEL ***,3645,130747001,2026-11-22,65.0,169.0,,Av. PEDRO RUIZ No. 1038,CHICLAYO,CHICLAYO,LAMBAYEQUE,Av. PEDRO RUIZ No. 1038,AVENIDA. PEDRO RUIZ NO. 1038,"[""AVENIDA. PEDRO RUIZ NO. 1038"", ""AVENIDA. PEDRO RUIZ NO. 1038, CHICLAYO""]"
20608864335,BELMAR GAMING S.A.C.,FLORIDA GAMES,REST. 5TT,1189,132466001,2028-03-28,152.0,273.0,,Calle SARGENTO LORES No. 134,IQUITOS,MAYNAS,LORETO,Calle SARGENTO LORES No. 134,CALLE SARGENTO LORES NO. 134,"[""CALLE SARGENTO LORES NO. 134"", ""CALLE SARGENTO LORES NO. 134, IQUITOS""]"
20486276763,BEST BUSINESS S.A.C.,KEOP'S,,1387,120714001,2027-04-14,61.0,127.0,,Av. ANDRES AVELINO CACERES No. 434,SANTA ROSA DE SACCO,YAULI,JUNÍN,Av. ANDRES AVELINO CACERES No. 434,AVENIDA. ANDRES AVELINO CACERES NO. 434,"[""AVENIDA. ANDRES AVELINO CACERES NO. 434"", ""AVENIDA. ANDRES AVELINO CACERES NO. 434, SANTA ROSA DE SACCO""]"
20486276763,BEST BUSINESS S.A.C.,TESORO DE SIPAN,,644,120714002,2027-10-10,41.0,103.0,,Calle DARIO LEON No. 257,LA OROYA,YAULI,JUNÍN,Calle DARIO LEON No. 257,CALLE DARIO LEON NO. 257,"[""CALLE DARIO LEON NO. 257"", ""CALLE DARIO LEON NO. 257, LA OROYA""]"
20601053277,BLADCAST S.A.C.,POKER MOON,,001575,142018001,,58.0,176.0,,Av. SAN JUAN No. 607,SAN JUAN DE MIRAFLORES,LIMA,LIMA,Av. SAN JUAN No. 607,AVENIDA. SAN JUAN NO. 607,"[""AVENIDA. SAN JUAN NO. 607"", ""AVENIDA. SAN JUAN NO. 607, SAN JUAN DE MIRAFLORES""]"
20606806877,BROOKLINE GAMING S.A.C.,GOLDEN LUCKY,,001864,142438002,2027-07-06,75.0,181.0,,Av. AVIACION No. 200,LA VICTORIA,LIMA,LIMA,Av. AVIACION No. 200,AVENIDA. AVIACION NO. 200,"[""AVENIDA. AVIACION NO. 200"", ""AVENIDA. AVIACION NO. 200, LA VICTORIA""]"
20606806877,BROOKLINE GAMING S.A.C.,LUCKY PALACE,,001369,142438001,2027-05-23,142.0,302.0,,Av. PROLONGACION HUANUCO No. 1553,LA VICTORIA,LIMA,LIMA,Av. PROLONGACION HUANUCO No. 1553,AVENIDA. PROLONGACION HUANUCO NO. 1553,"[""AVENIDA. PROLONGACION HUANUCO NO. 1553"", ""AVENIDA. PROLONGACION HUANUCO NO. 1553, LA VICTORIA""]"
20606806877,BROOKLINE GAMING S.A.C.,TRAGAMONEDAS LA RICA VICKY,REST. 5TT,001500,132438003,2027-06-03,115.0,288.0,,Av. ANTONIO RAYMONDI No. 235,LA VICTORIA,LIMA,LIMA,Av. ANTONIO RAYMONDI No. 235,AVENIDA. ANTONIO RAYMONDI NO. 235,"[""AVENIDA. ANTONIO RAYMONDI NO. 235"", ""AVENIDA. ANTONIO RAYMONDI NO. 235, LA VICTORIA""]"
